master_term,master_term_id,yearmo,month_no,skill_pos_cnt,total_pos_cnt,loop_no
Computer Aided Design and Drafting,61,201903,63,194,123132,27
Spring Boot,211,201804,52,254,119002,87
MicroStrategy,153,201401,1,13,33846,63
Outlook,142,201905,65,9210,140823,59
Workforce Now,13,201402,2,1,27637,6
Cost Accounting,63,201607,31,48,88166,29
Microstation,36,201403,3,41,32230,16
Web Security and Encryption,242,201507,19,120,97791,96
Cisco Application Centric Infrastructure,264,201905,65,19,140823,103
SQL Server,147,201611,35,733,83334,60
Switching and Routing,220,201407,7,120,68567,89
AutoCAD,31,201701,37,643,93237,12
Ruby on Rails,195,201712,48,8,76994,79
AutoCAD,31,201810,58,550,138853,12
Junit,118,201804,52,398,119002,51
QuickBooks,109,201810,58,45,138853,49
Azure,251,201906,66,1197,102962,99
Augmented Reality,30,201807,55,12,119017,11
Spring Boot,211,201803,51,93,121459,87
QlikView,186,201409,9,23,104405,74
Workforce Now,13,201405,5,1,31909,6
Azure,251,201711,47,499,102152,99
Mastercam,58,201411,11,23,77278,26
Selenium,205,201703,39,1033,110263,85
End User Support,253,201905,65,334,140823,100
Data Entry Software,66,201811,59,916,111219,31
SAP,198,201610,34,1476,95676,80
Visual Basic,238,201702,38,627,92181,93
Cognos Impromptu,100,201508,20,2,94594,44
Agile Development,14,201606,30,1053,98515,7
Certified Financial Planner,45,201606,30,0,98515,23
Chatbot,53,201410,10,0,106289,24
PostgreSQL,182,201411,11,8,77278,73
JCL,113,201410,10,142,106289,50
Yardi,248,201706,42,5,112365,98
InfoSphere DataStage,102,201605,29,134,89037,45
Deployment,69,201804,52,4860,119002,33
Linux  ,126,201811,59,2710,111219,54
Ruby,194,201408,8,825,88809,78
Minitab,156,201805,53,91,124699,65
AEM Developer,266,201703,39,98,110263,104
PostgreSQL,182,201704,40,107,104890,73
EnterpriseOne,171,201403,3,4,32230,71
Cisco Application Centric Infrastructure,264,201812,60,4,82761,103
SQL Server Reporting Services,148,201509,21,138,93766,61
Junit,118,201604,28,448,91296,51
Deployment,69,201401,1,726,33846,33
Dodd-Frank,72,201807,55,1,119017,35
Content Strategy,62,201706,42,17,112365,28
Epic Systems,79,201802,50,496,109017,37
CICS,55,201812,60,13,82761,25
InfoSphere DataStage,102,201609,33,47,95325,45
GIS Software,89,201902,62,5,107087,42
Augmented Reality,30,201906,66,13,102962,11
Natural Language Processing,270,201712,48,67,76994,105
Security Policies and Procedures,202,201407,7,27,68567,82
Security Risk Management,203,201611,35,6,83334,83
Network Support,163,201902,62,222,107087,68
Certified Credit Professional,44,201803,51,111,121459,22
NoSQL,165,201509,21,409,93766,69
Bash,35,201506,18,213,99253,15
MySQL,158,201901,61,343,122037,66
Dodd-Frank,72,201712,48,11,76994,35
Blockchain,39,201602,26,0,87681,18
Security Risk Management,203,201803,51,5,121459,83
Fireworks,8,201704,40,3,104890,5
Network Support,163,201809,57,102,114604,68
After Effects,5,201707,43,73,101309,3
NetSuite ERP,161,201502,14,8,89734,67
End User Support,253,201907,67,47,26524,100
Fireworks,8,201606,30,6,98515,5
Switching and Routing,220,201610,34,138,95676,89
The Raiser's Edge,37,201402,2,0,27637,17
After Effects,5,201903,63,126,123132,3
Switching and Routing,220,201711,47,205,102152,89
Online Analytical Processing,166,201806,54,47,122500,70
Junit,118,201509,21,420,93766,51
QlikView,186,201501,13,66,93237,74
InfoSphere DataStage,102,201906,66,120,102962,45
Typescript,260,201701,37,28,93237,102
Cisco Application Centric Infrastructure,264,201407,7,0,68567,103
Delphi Technology,68,201808,56,16,149917,32
Solr,22,201403,3,5,32230,9
EnterpriseOne,171,201502,14,2,89734,71
AutoCAD,31,201706,42,546,112365,12
Minitab,156,201601,25,28,88469,65
TIG Welding,229,201809,57,180,114604,90
Azure,251,201804,52,1008,119002,99
Blockchain,39,201905,65,46,140823,18
Dodd-Frank,72,201704,40,68,104890,35
Selenium,205,201409,9,473,104405,85
AWS Cloud,34,201403,3,13,32230,14
SAP,198,201903,63,2747,123132,80
Certified Credit Professional,44,201609,33,12,95325,22
Pipe Welding,180,201508,20,58,94594,72
QuickBooks,109,201407,7,25,68567,49
VBScript,149,201704,40,160,104890,62
SQL Server Reporting Services,148,201706,42,218,112365,61
Visual Basic,238,201902,62,476,107087,93
Dodd-Frank,72,201906,66,4,102962,35
AEM Developer,266,201706,42,19,112365,104
MIG Welding,154,201801,49,675,115683,64
ActiveX,2,201603,27,4,100182,1
Security Policies and Procedures,202,201811,59,191,111219,82
MIG Welding,154,201701,37,491,93237,64
FileMaker Pro,85,201405,5,7,31909,40
QuickBooks,109,201606,30,43,98515,49
Yardi,248,201904,64,16,132847,98
External Auditor,83,201907,67,15,26524,39
Certified Credit Professional,44,201901,61,23,122037,22
CATIA,42,201405,5,33,31909,20
Online Analytical Processing,166,201510,22,45,98076,70
Outlook,142,201710,46,3754,128582,59
The Raiser's Edge,37,201807,55,4,119017,17
Fireworks,8,201507,19,234,97791,5
Linux  ,126,201608,32,2081,104211,54
Web Security and Encryption,242,201408,8,5,88809,96
Solr,22,201708,44,9,123189,9
AutoCAD,31,201603,27,540,100182,12
Visual Basic,238,201703,39,731,110263,93
IBM Notes,103,201802,50,0,109017,46
VBScript,149,201607,31,80,88166,62
AutoCAD,31,201703,39,598,110263,12
AEM Developer,266,201406,6,3,32800,104
AEM Developer,266,201712,48,32,76994,104
Golang,91,201803,51,56,121459,43
Computer Aided Design and Drafting,61,201411,11,18,77278,27
MicroStrategy,153,201406,6,7,32800,63
Top Secret Security Clearance,274,201803,51,2,121459,106
MIG Welding,154,201607,31,458,88166,64
Kubernetes,121,201805,53,155,124699,53
MIG Welding,154,201706,42,635,112365,64
Dodd-Frank,72,201708,44,30,123189,35
Pipe Welding,180,201810,58,138,138853,72
NetSuite ERP,161,201402,2,3,27637,67
End User Support,253,201712,48,87,76994,100
SPSS Statistics,105,201707,43,35,101309,47
Django,71,201605,29,13,89037,34
JCL,113,201802,50,154,109017,50
Stata,214,201405,5,3,31909,88
Cost Accounting,63,201802,50,127,109017,29
Business Intelligence,41,201802,50,819,109017,19
Web Security and Encryption,242,201607,31,23,88166,96
MIG Welding,154,201710,46,605,128582,64
AEM Developer,266,201607,31,32,88166,104
QuickBooks,109,201709,45,39,114349,49
Django,71,201603,27,11,100182,34
PostgreSQL,182,201807,55,132,119017,73
VPN,241,201901,61,529,122037,95
AWS Cloud,34,201606,30,307,98515,14
Security Testing and Auditing,204,201712,48,149,76994,84
Security Testing and Auditing,204,201601,25,129,88469,84
Online Analytical Processing,166,201506,18,210,99253,70
Deployment,69,201503,15,4499,102726,33
erwin,80,201507,19,168,97791,38
Typescript,260,201609,33,9,95325,102
Security Risk Management,203,201701,37,73,93237,83
